Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Urology,Male Reproductive System Surgery,"Padmore, Dave",,,,,32,39,80,193
2017_q3,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2017,3,235,364,134,297
2018_q3,,Knee Replacement - Partial,,Zone 4,Dartmouth General,2018,3,,,79,234
12month_rolling,General Surgery,Colorectal Cancer Surgery,"McKenney, Roderick",,,,,39,46,37,58
2018_q2,,Gallbladder Surgery,,Zone 1,Valley Regional,2018,2,46,128,66,170
12month_rolling,,Congenital Heart Surgery,,IWK,IWK,2018,3,,,45,75
12month_rolling,Neurosurgery,Brain Surgery  (Adult),"Weeks, Adrienne",,,,,10,56,17,73
12month_rolling,Orthopaedic,Foot - Arthrodesis,"Morash, Joel",,,,,175,454,280,472
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Murray, Angus",,,,,35,120,47,80
2018_q1,,Hip Replacement,,Zone 4,Dartmouth General,2018,1,59,351,90,449
2018_q2,,Bowel Resection,,Zone 3,St. Marthas Regional,2018,2,23,135,18,137
12month_rolling,Otolaryngology (ENT),All,"Taylor, S. Mark",,,,,29,338,34,387
2017_q1,,Knee Scope,,Zone 1,Valley Regional,2017,1,60,120,147,336
2017_q4,,Hand / Upper Extremity,,Zone 4,QE2,2017,4,61,251,113,300
12month_rolling,Orthopaedic,Foot - Arthrodesis,"Howatt, Eric",,,,,126,454,199,497
2016_q4,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2016,4,,,26,63
12month_rolling,General Surgery,Hernia Repair  (Adult),"Lapierre, Stephanie",,,,,24,248,41,175
12month_rolling,Orthopaedic,All,"El-Tahan, Tahmir H.",,,,,61,416,93,201
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Pink, Philip",,,,,28,48,48,61
12month_rolling,Plastic Surgery,Melanoma Excision,"Stein, John D",,,,,18,137,8,36
3month_rolling,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2018,3,,,38,80
2018_q2,,Amputations,,Total,Provincial,2018,2,10,339,27,135
12month_rolling,,Nissen Fundoplication - Open,,Zone 4,QE2,2018,3,32,51,125,753
2017_q3,,Prostate Surgery,,Zone 1,Valley Regional,2017,3,32,98,66,250
2017_q4,,Strabismus Surgery  (Pediatric),,Total,Provincial,2017,4,126,195,128,244
2017_q1,,Tendon / Ligament Repair,,Zone 4,QE2,2017,1,64,240,47,147
12month_rolling,,Tendon / Ligament Repair,,Zone 4,Dartmouth General,2018,3,63,161,51,124
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2018,2,54,281,72,130
12month_rolling,General Surgery,Hernia Repair  (Adult),"Smith, Philip Michael",,,,,31,116,92,160
12month_rolling,,Oculo Plastic Surgery,,IWK,IWK,2018,3,,,135,168
2018_q1,,Knee Replacement Revision,,Total,Provincial,2018,1,53,285,90,298
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Joy, Edward",,,,,13,29,30,37
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"MacIntosh, Alan B",,,,,,,146,199
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Watson-Jessome, Jane",,,,,78,103,92,105
2017_q4,,Female Incontinence Surgery,,Zone 2,Colchester East Hants Health Centre,2017,4,63,98,69,201
12month_rolling,,Internal Defib Insertion / Loop Recorder,,Total,Provincial,2018,3,,,27,66
2018_q1,,Knee Scope,,Zone 1,South Shore Regional,2018,1,35,277,132,305
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Bezuhly, Michael",,,,,96,129,66,157
12month_rolling,,Hand / Upper Extremity,,IWK,IWK,2018,3,102,281,99,158
2018_q3,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2018,3,128,219,82,230
2017_q4,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2017,4,41,175,99,319
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Lapierre, Stephanie",,,,,24,213,23,175
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Murphy, Christopher",,,,,15,49,21,64
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Brodarec, Ivan",,,,,116,125,84,225
12month_rolling,Urology,Prostate Surgery,"Rent, Kenneth",,,,,29,177,34,99
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Porter, Geoffrey A",,,,,11,15,21,34
2016_q4,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2016,4,28,28,29,42
12month_rolling,Otolaryngology (ENT),Nose Surgery - Reconstructive or Aesthetic,"Taylor, S. Mark",,,,,18,49,45,253
2018_q1,,Knee Replacement - Partial,,Zone 4,QE2,2018,1,147,152,197,223
12month_rolling,General Surgery,Bowel Resection - Open,"Lefel, Oleg",,,,,26,58,6,28
2017_q3,,Aneurysm Repair,,Zone 4,QE2,2017,3,19,42,47,172
12month_rolling,General Surgery,Bowel Resection,"Neumann, Katerina",,,,,,,48,365
2017_q1,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2017,1,46,97,49,129
2018_q3,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2018,3,49,109,64,223
12month_rolling,Vascular Surgery,Carotid Endarterectomy,"Davidson, Dion",,,,,16,23,41,78
2016_q4,,Peritoneal Lavage or Catherization,,Total,Provincial,2016,4,28,28,29,36
2016_q4,,Foot - Arthrodesis,,Total,Provincial,2016,4,228,574,128,426
2018_q1,,Septoplasty,,Zone 4,Dartmouth General,2018,1,46,162,125,289
12month_rolling,,Nissen Fundoplication - Laparoscopic,,Zone 2,Cumberland Regional,2018,3,,,43,67
12month_rolling,,Shoulder Arthroplasty,,Zone 4,QE2,2018,3,84,250,112,323
2018_q2,,Shoulder Arthroplasty,,Zone 4,QE2,2018,2,72,280,88,263
12month_rolling,General Surgery,All,"Lamey, Alicia",,,,,49,134,40,168
12month_rolling,Dental,All,"Doyle, Tracy",,,,,133,304,120,307
2018_q3,,Knee Replacement - Partial,,Zone 2,Aberdeen Hospital,2018,3,,,430,483
2018_q1,,Brain Surgery  (Adult),,Total,Provincial,2018,1,41,78,29,102
12month_rolling,Obstetrics/Gynaecology,Cystoscopy,"Pierce, Marianne",,,,,161,224,141,173
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2018,3,33,182,42,174
2017_q1,,Pelvic Floor Repair,,Zone 1,Valley Regional,2017,1,104,431,106,188
12month_rolling,Vascular Surgery,Vascular Bypass Surgery,"Heisler, Benjamin",,,,,14,263,36,62
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,South Shore Regional,2018,3,,,79,93
12month_rolling,General Surgery,Hernia Repair - Incisional,"Walsh, Mark J",,,,,35,102,105,118
2017_q3,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2017,3,14,20,17,35
2018_q3,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2018,3,46,398,113,207
2017_q3,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2017,3,183,224,99,300
12month_rolling,General Surgery,Hemorrhoidectomy,"Murdoch, John L",,,,,142,262,86,134
2018_q3,,Hysteroscopy,,Zone 4,Dartmouth General,2018,3,,,86,134
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Wallace, Timothy D",,,,,20,48,22,47
2018_q1,,Tubal Ligation,,Zone 1,Valley Regional,2018,1,284,407,,
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Bentley, James R",,,,,15,23,25,67
2016_q3,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2016,3,119,279,112,170
12month_rolling,,Amputations,,Zone 4,QE2,2018,3,25,300,29,104
2017_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2017,2,,,92,282
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"Murphy, Christopher",,,,,7,11,13,30
2018_q1,,Cystoscopy,,Zone 1,Valley Regional,2018,1,36,156,31,114
12month_rolling,General Surgery,Gallbladder Surgery,"Sharma, Chakshu",,,,,39,91,36,82
12month_rolling,Urology,Male Reproductive System Surgery,"MacLellan, Dawn",,,,,43,84,85,169
2017_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2017,4,86,211,126,197
3month_rolling,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2018,3,53,81,91,117
3month_rolling,,Female Incontinence Surgery,,IWK,IWK,2018,3,,,33,146
12month_rolling,General Surgery,Gallbladder Surgery,"McKenney, Roderick",,,,,30,49,57,126
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Osasere, Michael",,,,,22,36,18,67
2018_q3,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2018,3,23,76,62,142
2017_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,Valley Regional,2017,1,35,164,89,107
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,Cape Breton Regional,2018,3,21,95,18,43
2017_q3,,Pelvic Floor Repair,,Zone 1,Valley Regional,2017,3,22,315,121,151
2018_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Aberdeen Hospital,2018,2,,,85,133
2018_q2,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2018,2,54,143,50,151
2017_q2,,Hernia Repair - Umbilical,,Total,Provincial,2017,2,56,173,57,207
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Moodley, Manivasan",,,,,69,105,79,175
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Taylor, Benjamin A",,,,,97,183,37,57
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Beveridge,William K",,,,,53,139,133,288
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Taylor, S. Mark",,,,,22,29,36,160
2017_q4,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2017,4,104,179,,
2018_q3,,Bladder Cancer Surgery,,Total,Provincial,2018,3,17,120,41,125
2018_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2018,2,26,155,127,272
2018_q3,,Melanoma Excision,,Total,Provincial,2018,3,11,43,27,64
2018_q3,,Cataract Surgery,,Zone 3,Glace Bay,2018,3,205,342,40,77
2018_q1,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2018,1,48,308,96,307
12month_rolling,General Surgery,Gallbladder Surgery,"Mitchell, Alex D",,,,,246,380,143,370
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Sharma, Chakshu",,,,,41,70,47,155
2017_q2,,Male Reproductive System Surgery,,Total,Provincial,2017,2,44,154,60,228
2017_q1,,Carpal Tunnel Surgery,,Zone 1,South Shore Regional,2017,1,44,72,72,141
12month_rolling,Urology,All,"Lantz, Andrea",,,,,37,118,51,206
2017_q4,,Aneurysm Repair,,Zone 4,QE2,2017,4,14,27,27,89
2017_q2,,Prostatectomy,,Total,Provincial,2017,2,14,76,41,88
12month_rolling,,Nerve or Brain Stimulation,,Zone 4,QE2,2018,3,31,80,29,104
2018_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2018,2,,,77,134
12month_rolling,General Surgery,Hernia Repair - Incisional,"Archibald, Alison",,,,,93,110,47,100
3month_rolling,,Ear Tubes  (Pediatric),,Zone 3,Cape Breton Regional,2018,3,36,140,42,46
2017_q1,,Shoulder Arthroplasty,,Total,Provincial,2017,1,54,388,104,472
12month_rolling,,Lacrimal Duct Probing,,Zone 4,QE2,2018,3,91,497,59,116
3month_rolling,,Melanoma Excision,,Total,Provincial,2018,3,11,43,27,64
2018_q2,,Hernia Repair - Umbilical,,Total,Provincial,2018,2,70,209,72,222
2018_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Marthas Regional,2018,2,30,43,,
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 2,Cumberland Regional,2018,3,17,70,41,83
2017_q3,,Pelvic Floor Repair,,Total,Provincial,2017,3,40,218,73,271
2018_q1,,Cataract Surgery,,Total,Provincial,2018,1,97,213,83,214
12month_rolling,General Surgery,All,"Murphy, Christopher",,,,,12,82,25,100
12month_rolling,,Bone / Cartilage Graft,,Zone 3,New Waterford,2018,3,,,51,66
2018_q2,,Glaucoma (Eye Pressure Lowering Surgery),,Total,Provincial,2018,2,37,1357,12,54
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Moodley, Manivasan",,,,,7,77,50,124
12month_rolling,Obstetrics/Gynaecology,All,"Malenfant, Deanne",,,,,78,270,49,148
12month_rolling,General Surgery,Bowel Resection,"Dzierzanowski, Martin",,,,,14,19,18,29
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 3,Glace Bay,2018,3,81,207,45,123
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Coady, Catherine M",,,,,52,169,122,336
12month_rolling,,Male Reproductive System Surgery,,Zone 2,Cumberland Regional,2018,3,42,107,65,161
12month_rolling,,Foot - Arthroplasty,,Total,Provincial,2018,3,146,209,258,482
12month_rolling,,Gastric Surgery - Laparoscopic,,Zone 2,Cumberland Regional,2018,3,,,43,67
12month_rolling,General Surgery,Hernia Repair  (Adult),"Pillai, Neelakantan G.",,,,,22,126,27,69
2018_q1,,Hernia Repair  (Adult),,Zone 4,QE2,2018,1,98,191,61,262
12month_rolling,Neurosurgery,Nerve Surgery,"Malik, Hatim G",,,,,4,15,13,43
2018_q1,,Breast Reconstruction,,Total,Provincial,2018,1,209,436,92,330
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2018,3,14,76,20,82
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Bent, Alfred",,,,,,,139,187
12month_rolling,Orthopaedic,All,"Beveridge,William K",,,,,34,143,238,343
2018_q3,,Foot - Arthroplasty,,Total,Provincial,2018,3,182,250,,
12month_rolling,General Surgery,Breast Cancer Surgery,"Proctor, Irma Joan",,,,,14,44,15,23
12month_rolling,General Surgery,Hernia Repair  (Adult),"Watson-Jessome, Jane",,,,,50,117,81,216
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"O'Brien, David A",,,,,35,469,66,169
2016_q3,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2016,3,59,132,137,509
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Lee, Winifred W",,,,,,,71,134
12month_rolling,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2018,3,106,274,146,307
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"MacDonald, Blair",,,,,5,7,7,12
12month_rolling,General Surgery,Hernia Repair - Incisional,"Lefel, Oleg",,,,,29,48,46,111
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Alawashez, Abdulrahim S",,,,,19,59,156,319
2018_q1,,Breast Cancer Surgery,,Total,Provincial,2018,1,8,33,15,38
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Albert, Daniel N",,,,,65,176,173,474
12month_rolling,General Surgery,Nissen Fundoplication - Laparoscopic,"Hoogerboord, C Marius",,,,,166,917,176,413
12month_rolling,,Foot - Reconstruction,,Total,Provincial,2018,3,81,155,144,454
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Edgar, Dawn C",,,,,58,105,57,169
2018_q2,,Hernia Repair - Ventral,,Total,Provincial,2018,2,94,248,66,170
2017_q1,,Foot - Arthrodesis,,Total,Provincial,2017,1,185,492,158,303
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 2,Colchester East Hants Health Centre,2018,3,22,55,45,103
12month_rolling,Vascular Surgery,Amputations,"MacKean, Gerald L",,,,,32,57,15,57
12month_rolling,Cardiac Surgery,Pacemaker Insertion,"Hirsch, Gregory M",,,,,9,9,13,39
2017_q3,,Gallbladder Surgery,,Zone 2,Aberdeen Hospital,2017,3,12,106,42,93
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Powell, Joel",,,,,28,87,84,172
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Davis, Benjamin",,,,,132,224,149,415
12month_rolling,Orthopaedic,Hip Replacement,"Brien, Donald M",,,,,173,239,124,260
3month_rolling,,Thyroid or Parathyroid Surgery,,Zone 1,Yarmouth Regional,2018,3,,,56,76
12month_rolling,Orthopaedic Surgery,,,,,2018,3,,,127,440
2018_q3,,Brain Surgery  (Adult),,Zone 4,QE2,2018,3,54,173,25,102
12month_rolling,Plastic Surgery,Breast Augmentation,"Atiyah, Abdulrazzak O",,,,,4,4,38,186
12month_rolling,General Surgery,All,"Davies, Dafydd Alexander",,,,,27,67,43,122
12month_rolling,Vascular Surgery,Carotid Endarterectomy,"MacKean, Gerald L",,,,,4,8,18,20
2018_q3,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2018,3,,,36,63
2018_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2018,3,,,108,176
2017_q2,,Knee Scope,,Total,Provincial,2017,2,76,255,79,266
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Adult),"Clifton, Neil",,,,,60,97,71,141
2018_q2,,Carpal Tunnel Surgery,,Zone 1,South Shore Regional,2018,2,41,123,76,288
12month_rolling,,Hernia Repair - Ventral,,Zone 4,Dartmouth General,2018,3,207,258,69,71
3month_rolling,,Kidney Removal,,Zone 4,QE2,2018,3,18,44,34,93
3month_rolling,,Aneurysm Repair,,Zone 1,Valley Regional,2018,3,,,55,106
2018_q3,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2018,3,53,81,91,117
2017_q4,,Thyroid or Parathyroid Surgery,,Total,Provincial,2017,4,44,195,59,313
2018_q2,,Knee Replacement,,Zone 4,Dartmouth General,2018,2,150,445,158,358
12month_rolling,,Foot - Osteotomy,,Zone 4,QE2,2018,3,171,206,236,360
2017_q3,,Male Circumcision  (Pediatric),,IWK,IWK,2017,3,48,108,101,216
2017_q1,,Breast Reconstruction,,Total,Provincial,2017,1,40,375,77,419
2016_q3,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2016,3,,,17,34
2018_q3,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2018,3,,,54,99
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Johnson, Kevin",,,,,21,84,27,70
2018_q2,,Knee Scope,,IWK,IWK,2018,2,,,22,110
12month_rolling,,Patella Surgery,,Zone 4,QE2,2018,3,,,161,206
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2018,3,,,69,100
2017_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2017,2,81,109,48,64
2018_q3,,Cataract Surgery,,Zone 3,St. Marthas Regional,2018,3,58,281,127,272
12month_rolling,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2018,3,440,3047,36,75
12month_rolling,Ophthalmology,Cataract Surgery,"Tan, Alexander",,,,,91,154,45,116
3month_rolling,,Ear Tubes  (Pediatric),,Total,Provincial,2018,3,43,146,51,116
2017_q2,,Endometrial Ablation,,Zone 1,Valley Regional,2017,2,98,306,34,170
12month_rolling,Cardiac Surgery,Aneurysm Repair,"Herman, Christine",,,,,3,11,12,64
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Davies, Dafydd Alexander",,,,,21,46,76,282
2016_q3,,Knee Scope,,Zone 4,QE2,2016,3,70,333,106,479
12month_rolling,Dental,All,"Dakin, Todd",,,,,26,40,86,244
12month_rolling,General Surgery,Colorectal Cancer Surgery,"O'Sullivan, Colleen M",,,,,36,83,32,48
12month_rolling,General Surgery,Whipple Procedures,"Gala Lopez, Boris",,,,,12,26,19,30
12month_rolling,General Surgery,Bowel Resection,"Enright, Jonathan Boyde",,,,,22,41,49,105
12month_rolling,General Surgery,Gallbladder Surgery,"Topp, Trevor J",,,,,45,76,62,128
12month_rolling,,Whipple Procedures,,Zone 4,QE2,2018,3,13,25,20,42
3month_rolling,,Hernia Repair - Incisional,,Total,Provincial,2018,3,69,197,72,279
2018_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2018,2,92,156,84,161
12month_rolling,Ophthalmology,Lacrimal Duct Probing,"Dahrab, Mishari M",,,,,104,157,77,145
12month_rolling,,Cystoscopy,,Zone 3,Inverness Consolidated Memorial,2018,3,43,85,20,46
12month_rolling,Cardiac Surgery,Angioplasty,"Herman, Christine",,,,,30,30,31,78
3month_rolling,All Specialties,,,,,2018,3,,,64,251
2016_q4,,Hip Arthroscopy,,Zone 4,QE2,2016,4,124,231,248,829
12month_rolling,,Bowel Resection - Open,,Zone 3,St. Marthas Regional,2018,3,38,61,,
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Johnson, Kevin",,,,,29,50,26,55
2018_q3,,Ear Tubes  (Pediatric),,Zone 1,Yarmouth Regional,2018,3,,,35,81
2016_q4,,Tendon / Ligament Repair,,Total,Provincial,2016,4,41,364,43,256
12month_rolling,,Bowel Resection - Open,,Zone 2,Cumberland Regional,2018,3,23,174,26,77
2018_q2,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2018,2,43,206,85,238
2018_q2,,Hernia Repair - Laparoscopic Ventral,,Total,Provincial,2018,2,129,237,144,217
2016_q4,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2016,4,,,156,930
2017_q3,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2017,3,48,192,71,282
2017_q4,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2017,4,147,181,111,185
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Orrell, Kevin G",,,,,100,161,102,275
12month_rolling,Plastic Surgery,Breast Reduction Surgery,"Paletz, Justin L",,,,,134,364,94,147
2018_q2,,Male Reproductive System Surgery,,Zone 3,Northside General,2018,2,85,87,35,128
2018_q3,,Head and Neck Surgery,,Zone 4,QE2,2018,3,11,53,26,346
2017_q1,,Sinus Surgery,,Total,Provincial,2017,1,73,192,83,256
12month_rolling,Urology,Bladder Cancer Surgery,"Lawen, Joseph G",,,,,43,43,32,62
2017_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2017,1,20,75,28,79
2016_q4,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2016,4,50,214,90,190
12month_rolling,,Bone / Cartilage Graft,,Zone 3,Cape Breton Regional,2018,3,,,54,95
2018_q2,,Male Circumcision  (Adult),,Total,Provincial,2018,2,43,186,69,209
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 1,Valley Regional,2018,3,220,337,100,118
12month_rolling,General Surgery,Hernia Repair - Incisional,"Enright, Jonathan Boyde",,,,,74,230,240,400
12month_rolling,,Oculo Plastic Surgery,,Zone 4,QE2,2018,3,50,565,47,129
12month_rolling,General Surgery,Hernia Repair  (Adult),"Joy, Edward",,,,,35,146,40,78
2018_q3,,Hernia Repair - Incisional,,Total,Provincial,2018,3,69,197,72,279
2017_q3,,Foot - Arthroplasty,,Total,Provincial,2017,3,120,437,,
12month_rolling,Urology,Adrenal Surgery,"Rendon, Ricardo",,,,,14,21,60,159
12month_rolling,General Surgery,All,"Shih, Warren W",,,,,85,198,112,209
12month_rolling,Orthopaedic,Back Surgery  (Pediatric),"Orlik, Benjamin",,,,,98,119,99,145
12month_rolling,Ophthalmology,Glaucoma (Eye Pressure Lowering Surgery),"Eadie, Brennan",,,,,16,156,12,29
3month_rolling,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2018,3,89,243,43,114
2016_q4,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2016,4,28,82,53,177
12month_rolling,Plastic Surgery,Hand / Upper Extremity,"Brennan, Michael",,,,,22,487,52,132
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2018,3,29,103,82,167
12month_rolling,Urology,Bladder Cancer Surgery,"Chun, Samuel S",,,,,20,98,35,91
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 4,QE2,2018,3,45,332,47,134
2017_q3,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2017,3,57,426,22,76
2018_q2,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2018,2,35,194,38,98
2016_q3,,Aneurysm Repair,,Zone 4,QE2,2016,3,22,172,38,99
2017_q3,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2017,3,30,89,67,186
2018_q1,,Strabismus Surgery  (Pediatric),,IWK,IWK,2018,1,117,231,148,217
2017_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2017,1,43,86,60,112
3month_rolling,,Breast Reduction Surgery,,Total,Provincial,2018,3,136,386,117,204
2017_q2,,Ankle - Arthroscopy,,Total,Provincial,2017,2,102,350,145,220
2018_q2,,Bowel Resection,,Total,Provincial,2018,2,18,128,27,105
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Brady, James",,,,,97,196,172,499
2018_q3,,Knee Scope with ACL Repair,,Zone 4,QE2,2018,3,53,94,111,424
2017_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2017,4,41,140,55,154
3month_rolling,,Cataract Surgery,,Total,Provincial,2018,3,103,211,84,227
2017_q4,,Bowel Resection - Laparoscopic,,Total,Provincial,2017,4,21,91,25,105
2018_q2,,Head and Neck Surgery,,Total,Provincial,2018,2,17,78,30,302
12month_rolling,Orthopaedic,Hip Arthroscopy,"Logan, Karl John",,,,,85,86,117,152
12month_rolling,General Surgery,Gallbladder Surgery,"McGory,Rodney W",,,,,25,188,36,192
12month_rolling,General Surgery,Breast Cancer Surgery,"Clark, F Donald",,,,,9,74,38,53
12month_rolling,Orthopaedic,All,"Hayward, Andrew",,,,,89,166,152,268
2016_q3,,Foot - Arthrodesis,,Total,Provincial,2016,3,97,581,231,440
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Kenyon, Chris",,,,,16,44,37,62
2016_q3,,Knee Replacement - Partial,,Total,Provincial,2016,3,138,437,165,554
2018_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2018,1,32,116,27,43
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2018,3,44,97,72,304
2017_q2,,Foot - Bunionectomy,,Zone 4,QE2,2017,2,82,124,149,289
2018_q3,,Cardiovascular Surgery,,Total,Provincial,2018,3,,,52,99
2018_q1,,Prostatectomy,,Total,Provincial,2018,1,18,78,41,110
2018_q3,,Tear Duct Surgery,,Total,Provincial,2018,3,199,530,,
2018_q2,,Shoulder Surgery,,Total,Provincial,2018,2,78,287,139,561
12month_rolling,,Craniotomy or Craniectomy,,Total,Provincial,2018,3,135,426,51,154
12month_rolling,,Shoulder Arthroplasty,,Total,Provincial,2018,3,88,287,154,520
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Tang, David T",,,,,87,238,27,47
2017_q3,,Tendon / Ligament Repair,,Zone 4,QE2,2017,3,69,233,55,302
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Robitaille, Johane",,,,,685,686,77,512
12month_rolling,General Surgery,All,"Mills, Jessica Louise",,,,,27,53,38,107
2018_q2,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2018,2,13,65,15,23
12month_rolling,Plastic Surgery,All,"Morris, Steven F",,,,,,,191,442
2017_q3,,Hernia Repair - Incisional,,Zone 4,QE2,2017,3,68,243,,
2017_q3,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2017,3,,,46,85
