Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2015_q2,,Cardiac Valve Replacement,,Zone 4,QE2,2015,2,,,52,135
2015_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2015,2,44,369,41,99
12month_rolling,,Hysteroscopy,,Zone 1,South Shore Regional,2017,3,17,45,25,60
12month_rolling,,Excision Morton's Neuroma,,Zone 4,QE2,2017,3,93,222,95,167
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Reardon, Gerald P",,,,,74,100,281,352
2017_q2,,Colorectal Cancer Surgery,,Zone 1,Yarmouth Regional,2017,2,6,34,16,21
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Gauthier, Luke Edward",,,,,50,231,65,154
2015_q3,,Knee Replacement,,Zone 4,Dartmouth General,2015,3,63,181,579,843
2016_q3,,Ear Tubes  (Pediatric),,Zone 1,Yarmouth Regional,2016,3,48,71,11,29
2016_q4,,Hernia Repair - Umbilical,,Zone 2,Aberdeen Hospital,2016,4,36,68,,
2016_q1,,Bowel Resection,,Zone 2,Cumberland Regional,2016,1,,,9,22
2016_q1,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2016,1,36,139,57,180
2016_q4,,Prostate Cancer Surgery,,Zone 4,QE2,2016,4,7,32,35,139
2017_q1,,Oculo Plastic Surgery,,Total,Provincial,2017,1,,,52,200
2015_q2,,Cataract Surgery,,Zone 3,Glace Bay,2015,2,165,385,69,205
2015_q2,,Pacemaker Insertion,,Total,Provincial,2015,2,,,16,48
2016_q1,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2016,1,4,17,6,24
2017_q2,,Male Circumcision  (Adult),,Zone 4,QE2,2017,2,35,177,56,274
2015_q2,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2015,2,,,42,55
2016_q1,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2016,1,44,105,68,196
2017_q1,,Ankle - Arthroscopy,,Total,Provincial,2017,1,96,304,92,279
2016_q2,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2016,2,29,50,47,92
12month_rolling,General Surgery,Gallbladder Surgery,"McKenney, Roderick",,,,,12,33,63,120
2016_q4,,Cystoscopy,,IWK,IWK,2016,4,,,66,218
2015_q2,,Kidney Stone Surgery,,Zone 1,Valley Regional,2015,2,20,51,29,58
2015_q2,,Prostate Surgery,,Zone 1,Valley Regional,2015,2,39,175,80,268
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,Dartmouth General,2017,3,28,44,40,79
2016_q1,,Carpal Tunnel Surgery,,Zone 1,South Shore Regional,2016,1,35,126,55,176
2015_q3,,Spinal Cord Stimulation Surgery,,Total,Provincial,2015,3,,,8,33
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Alant, Jacob D",,,,,97,314,39,83
2017_q1,,Cleft Lip/Palate  (Pediatric),,IWK,IWK,2017,1,,,97,278
3month_rolling,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2017,3,32,104,50,126
2015_q2,,Brain Surgery  (Pediatric),,Total,Provincial,2015,2,,,30,142
2017_q1,,Aneurysm Repair,,Zone 4,QE2,2017,1,28,70,46,147
12month_rolling,General Surgery,Gallbladder Surgery,"Smith, Philip Michael",,,,,37,123,57,95
12month_rolling,,Spinal Cord Stimulation Surgery,,Total,Provincial,2017,3,51,134,43,110
2016_q1,,Kidney Stone Surgery,,Zone 4,QE2,2016,1,18,114,48,147
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Biddulph, Michael Paul",,,,,41,66,107,156
12month_rolling,Ophthalmology,All,"Mann, Colin",,,,,120,190,119,226
2015_q3,,Female Incontinence Surgery,,Zone 4,QE2,2015,3,85,141,148,248
12month_rolling,Orthopaedic,Foot - Arthroplasty,"Glazebrook, Mark A",,,,,88,389,127,259
2017_q1,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2017,1,,,132,152
2016_q4,,Hysteroscopy,,Zone 1,South Shore Regional,2016,4,12,18,24,45
12month_rolling,Orthopaedic,Foot - Arthrodesis,"Glazebrook, Mark A",,,,,116,409,186,442
2015_q2,,Endometrial Ablation,,Zone 1,South Shore Regional,2015,2,34,47,49,107
2016_q3,,Insertion Vascular Access Catheter,,IWK,IWK,2016,3,,,78,104
2015_q3,,Kidney Stone Surgery,,Zone 4,QE2,2015,3,15,62,30,160
3month_rolling,,Hernia Repair  (Pediatric),,IWK,IWK,2017,3,17,33,67,148
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"Brodarec, Ivan",,,,,89,170,71,85
2015_q3,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2015,3,111,237,94,314
2016_q1,,Gallbladder Surgery,,Zone 4,Dartmouth General,2016,1,73,118,77,149
2015_q3,,Bowel Resection - Laparoscopic,,Zone 4,QE2,2015,3,31,112,20,36
2016_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2016,2,42,61,92,144
2016_q4,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2016,4,20,64,121,484
2016_q4,,Foot - Arthrodesis,,Zone 4,QE2,2016,4,269,1090,185,443
3month_rolling,,Septoplasty,,Zone 3,St. Marthas Regional,2017,3,76,104,48,152
2017_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Cape Breton Regional,2017,1,51,199,16,27
3month_rolling,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2017,3,,,58,68
2016_q2,,Foot - Bunionectomy,,Zone 4,QE2,2016,2,138,363,129,408
2016_q4,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2016,4,6,30,,
2016_q3,,Knee Replacement - Partial,,Zone 2,Aberdeen Hospital,2016,3,,,506,554
2015_q3,,Breast Cancer Surgery,,Zone 3,St. Marthas Regional,2015,3,10,14,20,37
2015_q4,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2015,4,41,102,48,172
2016_q3,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2016,3,66,187,37,93
2017_q1,,Dental Extractions and Restorations  (Adult),,Zone 3,New Waterford,2017,1,,,51,118
2017_q2,,Prostate Surgery,,Zone 3,Northside General,2017,2,26,76,32,68
2015_q2,,Bowel Resection - Open,,Total,Provincial,2015,2,19,98,30,99
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Bentley, James R",,,,,18,28,48,69
2015_q3,,Cystoscopy,,Zone 3,Cape Breton Regional,2015,3,15,68,26,89
2016_q3,,Hernia Repair - Inguinal/Femoral,,Zone 4,Hants Community Hospital,2016,3,,,33,75
2015_q4,,Foot - Bunionectomy,,Zone 4,QE2,2015,4,97,264,247,578
12month_rolling,,Pilonidal Cyst Surgery,,Zone 4,Hants Community Hospital,2017,3,,,40,68
12month_rolling,Urology,Male Incontinence Surgery,"Bailly, Greg G",,,,,70,146,149,270
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2017,3,36,198,48,160
2016_q1,,Knee Replacement,,Zone 3,Cape Breton Regional,2016,1,114,175,92,307
2016_q2,,Prostate Surgery,,Zone 2,Colchester East Hants Health Centre,2016,2,32,83,46,75
12month_rolling,Urology,Male Reproductive System Surgery,"Butler, Trevor",,,,,,,174,283
12month_rolling,Orthopaedic,All,"O'Neill, Michelle E",,,,,109,165,128,310
12month_rolling,Urology,All,"Lantz, Andrea",,,,,34,77,59,219
2015_q3,,Lymph Node Biopsy,,Total,Provincial,2015,3,13,67,20,50
12month_rolling,Obstetrics/Gynaecology,All,"Pierce, Marianne",,,,,148,232,74,200
12month_rolling,General Surgery,All,"Wasserman, Lukas",,,,,13,93,76,273
2016_q4,,Cataract Surgery,,Zone 1,South Shore Regional,2016,4,126,176,124,247
12month_rolling,General Surgery,Bowel Resection,"Joy, Edward",,,,,38,72,19,22
2017_q2,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2017,2,55,103,86,464
2016_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Aberdeen Hospital,2016,3,,,95,199
2016_q1,,Pancreas Surgery,,Zone 4,QE2,2016,1,11,36,20,29
3month_rolling,,Hernia Repair  (Adult),,Zone 3,Northside General,2017,3,61,190,47,93
12month_rolling,,Hysteroscopy,,Zone 3,St. Marthas Regional,2017,3,64,154,87,195
2017_q1,,Sinus Surgery,,Total,Provincial,2017,1,71,286,85,256
2016_q2,,Brain Surgery  (Adult),,Zone 4,QE2,2016,2,22,123,20,93
2015_q4,,Hernia Repair - Ventral,,Total,Provincial,2015,4,26,103,73,175
2016_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 1,Valley Regional,2016,2,34,102,75,218
2017_q1,,Hip Replacement,,Zone 2,Aberdeen Hospital,2017,1,106,444,210,437
2016_q3,,Ear Tubes  (Pediatric),,Zone 3,St. Marthas Regional,2016,3,30,59,79,98
2017_q2,,Cataract Surgery,,Zone 1,Soldiers Memorial,2017,2,118,184,141,234
2015_q3,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2015,3,67,98,181,208
2015_q4,,Female Incontinence Surgery,,Zone 1,Valley Regional,2015,4,,,257,566
12month_rolling,Plastic Surgery,Nerve Surgery,"Atiyah, Abdulrazzak O",,,,,13,23,74,392
2015_q4,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 1,South Shore Regional,2015,4,13,51,14,94
2016_q3,,Pancreas Surgery,,Zone 4,QE2,2016,3,12,19,14,35
2015_q4,,Strabismus Surgery  (Adult),,Zone 4,QE2,2015,4,409,619,153,190
2017_q1,,Internal Defib Insertion / Loop Recorder,,Total,Provincial,2017,1,,,21,48
2017_q1,,Shoulder Arthroscopy,,Zone 3,New Waterford,2017,1,22,91,,
2015_q2,,Coronary Artery Bypass Graft,,Total,Provincial,2015,2,,,14,93
2016_q3,,Sinus Surgery,,Total,Provincial,2016,3,39,275,98,228
2016_q1,,Bladder Cancer Surgery,,Zone 3,Northside General,2016,1,,,31,98
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Proctor, Irma Joan",,,,,17,57,6,23
2016_q3,,Insertion Vascular Access Catheter,,Total,Provincial,2016,3,6,17,21,86
2016_q2,,Hernia Repair  (Pediatric),,Total,Provincial,2016,2,10,26,48,95
12month_rolling,Urology,Kidney / Upper Urinary Tract,"Rendon, Ricardo",,,,,7,7,85,370
2015_q3,,AV Fistula Creation/Closure,,Total,Provincial,2015,3,27,82,41,104
2016_q1,,Carpal Tunnel Surgery,,Zone 3,St. Marthas Regional,2016,1,99,473,62,190
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 3,Cape Breton Regional,2017,3,74,163,33,78
2015_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2015,2,42,161,47,143
2016_q3,,Laryngology and Vocal Cord Surgery,,Zone 1,Valley Regional,2016,3,31,43,,
2016_q2,,Lung Cancer Surgery,,Zone 4,QE2,2016,2,28,55,37,87
2016_q2,,Septoplasty,,Zone 3,Cape Breton Regional,2016,2,32,80,42,174
2017_q1,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2017,1,49,99,77,107
12month_rolling,Thoracic Surgery,Gastric Surgery - Laparoscopic,"French, Daniel Gerard",,,,,34,37,34,110
2017_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2017,1,58,94,64,165
2015_q3,,Ear Tubes  (Adult),,Total,Provincial,2015,3,49,369,50,104
2016_q1,,Strabismus Surgery  (Pediatric),,Total,Provincial,2016,1,85,142,269,427
2017_q2,,Angioplasty,,Total,Provincial,2017,2,,,29,99
2015_q3,,Knee Scope,,Zone 1,Valley Regional,2015,3,76,232,41,141
2016_q4,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2016,4,75,211,106,287
2016_q1,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2016,1,95,323,145,588
2017_q1,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2017,1,12,49,50,79
2016_q2,,Cataract Surgery,,Zone 3,Glace Bay,2016,2,65,304,51,127
2016_q4,,Male Reproductive System Surgery,,Zone 4,QE2,2016,4,40,208,60,237
3month_rolling,,Cataract Surgery,,Total,Provincial,2017,3,70,226,87,211
2015_q4,,Lung Cancer Surgery,,Zone 4,QE2,2015,4,23,52,48,98
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2017,1,120,192,55,117
2017_q2,,Kidney / Upper Urinary Tract,,Zone 4,QE2,2017,2,34,91,39,101
12month_rolling,All Specialties,,,,,2017,3,,,58,235
2017_q1,,Video-Assisted Thoracic Surgery,,Total,Provincial,2017,1,21,56,49,91
2015_q3,,Internal Defib Insertion / Loop Recorder,,Zone 4,QE2,2015,3,,,20,39
2016_q4,,Amputations,,Total,Provincial,2016,4,15,197,23,86
2016_q1,,Strabismus Surgery  (Pediatric),,IWK,IWK,2016,1,88,142,315,433
12month_rolling,Urology,Male Reproductive System Surgery,"Bell, David G",,,,,124,248,85,245
2016_q4,,Hysteroscopy,,Zone 3,St. Marthas Regional,2016,4,56,83,91,195
2015_q2,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2015,2,84,100,60,108
12month_rolling,Urology,Prostate Cancer Surgery,"McCarthy, John Paul",,,,,,,54,69
2016_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 1,Yarmouth Regional,2016,2,,,99,113
12month_rolling,Urology,Cystoscopy,"T'ien, Wallace",,,,,46,119,112,423
12month_rolling,,Hernia Repair - Laparoscopic Ventral,,Zone 3,St. Marthas Regional,2017,3,8,14,84,213
2016_q3,,Brain Surgery  (Adult),,Total,Provincial,2016,3,26,131,30,104
2016_q4,,Knee Scope,,Zone 4,QE2,2016,4,60,595,110,344
12month_rolling,,Male Incontinence Surgery,,Total,Provincial,2017,3,70,146,,
12month_rolling,Vascular Surgery,All,"Casey, Patrick J",,,,,21,42,51,179
2016_q1,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2016,1,35,100,39,92
2017_q2,,Bladder Cancer Surgery,,Total,Provincial,2017,2,21,129,29,70
2016_q3,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2016,3,56,91,111,445
2017_q2,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2017,2,22,63,37,80
12month_rolling,General Surgery,Gallbladder Surgery,"Wasilewski, Leszek J",,,,,77,355,48,101
12month_rolling,,Bowel Resection - Open,,Zone 1,Valley Regional,2017,3,15,77,33,79
2016_q2,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2016,2,18,88,46,83
2016_q2,,Bowel Resection - Open,,Zone 2,Colchester East Hants Health Centre,2016,2,28,56,32,57
2016_q2,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2016,2,14,106,50,108
12month_rolling,Urology,Bladder Cancer Surgery,"Butler, Trevor",,,,,2,28,28,66
2016_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2016,1,113,246,77,244
2015_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2015,2,17,43,110,465
2017_q1,,Nerve Surgery,,Zone 3,Northside General,2017,1,11,37,17,100
2017_q2,,Kidney Removal,,Total,Provincial,2017,2,7,25,51,97
2016_q1,,Hernia Repair  (Adult),,Zone 2,Colchester East Hants Health Centre,2016,1,64,209,52,162
12month_rolling,General Surgery,Gallbladder Surgery,"Wasserman, Lukas",,,,,14,27,61,89
2016_q4,,Kidney Removal,,Total,Provincial,2016,4,7,30,53,117
2016_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2016,1,56,92,49,82
2015_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2015,2,,,129,244
12month_rolling,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2017,3,1280,2490,40,92
2016_q3,,Tendon / Ligament Repair,,Zone 4,QE2,2016,3,76,119,40,152
2016_q4,,Cataract Surgery,,Zone 3,St. Marthas Regional,2016,4,97,483,96,193
2015_q4,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2015,4,75,129,216,365
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Gilmour, Donna",,,,,14,34,39,183
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Brodarec, Ivan",,,,,82,231,120,253
2017_q1,,Gallbladder Surgery,,Zone 3,Northside General,2017,1,42,126,25,100
2016_q1,,Shoulder Surgery,,Total,Provincial,2016,1,42,105,217,461
12month_rolling,,Bowel Resection - Open,,Zone 4,Dartmouth General,2017,3,24,76,27,70
2017_q2,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2017,2,23,46,49,76
2015_q2,,Hernia Repair - Umbilical,,IWK,IWK,2015,2,,,108,135
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Brodarec, Ivan",,,,,49,258,57,118
2017_q1,,Male Circumcision  (Adult),,Zone 4,QE2,2017,1,61,174,48,245
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"MacDonald, Joseph Gerard",,,,,27,420,33,48
2017_q2,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2017,2,8,52,20,36
12month_rolling,General Surgery,Bowel Resection,"Abdul Kadir, Najeeb Ahmed",,,,,20,38,14,41
12month_rolling,Cardiac Surgery,All,"Wood, Jeremy R",,,,,25,84,31,97
2015_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2015,3,55,152,104,252
2016_q1,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2016,1,,,30,44
3month_rolling,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2017,3,32,89,70,157
2015_q2,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2015,2,49,141,20,71
2017_q1,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2017,1,21,56,49,91
2017_q2,,Brain Surgery  (Adult),,Zone 4,QE2,2017,2,35,189,20,128
2015_q4,,Ear Tubes  (Adult),,Zone 1,Valley Regional,2015,4,144,343,32,64
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Nette, Farrell",,,,,31,336,28,77
12month_rolling,Orthopaedic,All,"El-Tahan, Tahmir H.",,,,,65,294,96,266
2015_q4,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2015,4,94,186,58,378
2015_q4,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2015,4,64,259,50,164
2017_q1,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 3,Cape Breton Regional,2017,1,42,139,90,119
2015_q4,,Strabismus Surgery  (Adult),,Total,Provincial,2015,4,403,619,148,218
12month_rolling,Otolaryngology (ENT),All,"Taylor, S. Mark",,,,,27,194,30,461
2016_q1,,Kidney Stone Surgery,,Zone 1,Valley Regional,2016,1,,,32,52
2015_q2,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2015,2,21,41,67,92
2016_q1,,Knee Scope,,Zone 3,New Waterford,2016,1,53,117,51,127
2015_q4,,Prostate Cancer Surgery,,Zone 4,QE2,2015,4,24,96,49,89
2015_q3,,Knee Scope,,Total,Provincial,2015,3,61,213,92,267
2015_q3,,Hysteroscopy,,Zone 1,South Shore Regional,2015,3,12,26,42,80
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 4,Dartmouth General,2017,3,,,106,152
2015_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2015,2,105,159,81,121
2017_q1,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2017,1,41,112,34,152
2017_q2,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2017,2,29,62,42,106
12month_rolling,Urology,Bladder Cancer Surgery,"Bell, David G",,,,,21,55,25,50
2016_q3,,Cardiovascular Surgery,,Total,Provincial,2016,3,,,9,77
2016_q3,,Hernia Repair - Umbilical,,Zone 2,Colchester East Hants Health Centre,2016,3,67,104,44,84
2016_q1,,Brain Surgery  (Pediatric),,Total,Provincial,2016,1,,,36,155
2015_q3,,Knee Scope,,Zone 3,New Waterford,2015,3,119,166,69,246
12month_rolling,Orthopaedic,Hip Replacement,"Biddulph, Michael Paul",,,,,537,1320,152,545
2015_q3,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2015,3,90,157,104,191
2015_q4,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2015,4,46,175,53,131
2017_q1,,Gallbladder Surgery,,Zone 1,South Shore Regional,2017,1,14,72,32,45
2015_q4,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2015,4,32,121,35,150
2017_q2,,ERCP,,Zone 3,Cape Breton Regional,2017,2,,,2,8
2016_q3,,Knee Scope,,Zone 1,Valley Regional,2016,3,92,279,125,293
2017_q2,,Insertion Vascular Access Catheter,,IWK,IWK,2017,2,,,25,104
2016_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2016,1,,,76,240
2016_q2,,Prostatectomy,,Total,Provincial,2016,2,14,69,39,75
2017_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,Cape Breton Regional,2017,2,,,27,49
2017_q2,,Cataract Surgery,,Zone 3,Glace Bay,2017,2,131,315,49,131
2015_q3,,Endometrial Ablation,,Zone 4,Dartmouth General,2015,3,,,104,137
2016_q3,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2016,3,525,1403,62,208
12month_rolling,,Foot - Arthrodesis,,Zone 2,Aberdeen Hospital,2017,3,169,574,128,384
2017_q2,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2017,2,5,37,30,62
2015_q2,,Septoplasty,,Total,Provincial,2015,2,67,363,86,269
2016_q3,,Bowel Resection - Open,,Zone 3,Cape Breton Regional,2016,3,,,19,39
2016_q4,,ERCP,,Zone 3,Cape Breton Regional,2016,4,,,3,15
2017_q1,,Male Reproductive System Surgery,,Zone 3,Northside General,2017,1,286,324,87,368
2015_q4,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 3,St. Marthas Regional,2015,4,30,218,121,247
2015_q4,,Prostatectomy,,Total,Provincial,2015,4,29,91,52,89
2015_q2,,Cystoscopy,,Zone 3,Cape Breton Regional,2015,2,15,101,18,106
12month_rolling,Otolaryngology (ENT),Maxillofacial Deformity Surgery,"MacDonald, Joseph Gerard",,,,,11,60,33,40
2016_q3,,Bowel Resection - Open,,Zone 4,Dartmouth General,2016,3,22,44,47,107
12month_rolling,,Hernia Repair - Ventral,,Zone 3,Northside General,2017,3,37,116,,
2015_q3,,Gallbladder Surgery,,Zone 2,Aberdeen Hospital,2015,3,9,60,35,257
2015_q4,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2015,4,46,107,66,200
2016_q4,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2016,4,26,50,59,66
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2017,3,62,132,66,184
12month_rolling,,Aesthetic Surgery,,Zone 1,South Shore Regional,2017,3,67,179,62,157
2017_q1,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2017,1,,,23,44
2017_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Valley Regional,2017,2,79,270,85,158
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"McKenney, Roderick",,,,,6,33,9,21
2017_q1,,Breast Cancer Surgery,,Zone 1,Valley Regional,2017,1,13,51,25,43
12month_rolling,,Patella Surgery,,Zone 4,Dartmouth General,2017,3,159,575,107,244
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"McCarthy, Leanne",,,,,51,209,40,90
2016_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Marthas Regional,2016,1,,,98,118
3month_rolling,,Back Surgery  (Adult),,Total,Provincial,2017,3,119,311,88,172
2016_q4,,Knee Replacement Revision,,Total,Provincial,2016,4,62,130,68,281
2016_q4,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,6,23,34,63
2017_q2,,Prostate Surgery,,Zone 1,Valley Regional,2017,2,49,125,50,173
2016_q4,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2016,4,40,63,17,29
2017_q1,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2017,1,117,144,131,254
12month_rolling,General Surgery,Lymph Node Biopsy,"Topp, Trevor J",,,,,7,21,14,19
2017_q1,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2017,1,53,224,88,275
2017_q2,,Pelvic Floor Repair,,Total,Provincial,2017,2,69,258,75,236
12month_rolling,,Tear Duct Surgery,,Total,Provincial,2017,3,93,364,252,337
2016_q4,,Cystoscopy,,Zone 1,South Shore Regional,2016,4,27,113,,
12month_rolling,,Craniotomy for Epilepsy,,Total,Provincial,2017,3,34,147,81,149
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Incisional,"Alawashez, Abdulrahim S",,,,,11,64,83,108
2015_q4,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2015,4,110,196,153,253
12month_rolling,Urology,Kidney Stone Surgery,"Massaro, Peter",,,,,11,28,26,61
2016_q4,,Bowel Resection,,Zone 4,Dartmouth General,2016,4,34,225,33,178
12month_rolling,,Nissen Fundoplication - Laparoscopic,,Zone 3,St. Marthas Regional,2017,3,15,161,103,246
2017_q1,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2017,1,39,90,49,129
2015_q3,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2015,3,,,42,50
2017_q2,,Endometrial Ablation,,Zone 3,Cape Breton Regional,2017,2,,,66,83
12month_rolling,Otolaryngology (ENT),All,"Morris, David P",,,,,108,456,114,376
2016_q1,,Kidney / Upper Urinary Tract,,Zone 4,QE2,2016,1,43,106,57,119
12month_rolling,,Endarterectomy,,Zone 1,Valley Regional,2017,3,,,57,95
2017_q1,,Shoulder Surgery,,Total,Provincial,2017,1,54,407,85,288
12month_rolling,,Whipple Procedures,,Zone 4,QE2,2017,3,12,22,15,42
2017_q1,,Hernia Repair  (Pediatric),,Total,Provincial,2017,1,21,41,44,169
12month_rolling,,Orthopaedic Trauma,,Total,Provincial,2017,3,28,147,15,143
2016_q3,,Glaucoma (Eye Pressure Lowering Surgery),,Total,Provincial,2016,3,34,70,20,56
2015_q4,,Lung Cancer Surgery,,Total,Provincial,2015,4,23,52,48,98
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Pugh, Cheryl",,,,,35,68,32,36
2017_q2,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2017,2,117,194,86,203
2015_q3,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2015,3,80,149,59,124
2015_q3,,Hysteroscopy,,Zone 3,St. Marthas Regional,2015,3,28,160,41,81
12month_rolling,Otolaryngology (ENT),Salivary Gland Surgery,"Rigby, Matthew Hall",,,,,35,56,118,290
2016_q1,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2016,1,64,131,51,190
2016_q2,,Hernia Repair - Incisional,,Zone 4,Dartmouth General,2016,2,154,268,110,267
2016_q2,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2016,2,35,89,55,73
3month_rolling,,Coronary Artery Bypass Graft,,Total,Provincial,2017,3,,,8,22
12month_rolling,General Surgery,Nissen Fundoplication - Laparoscopic,"Alawashez, Abdulrahim S",,,,,15,161,68,185
2016_q4,,Hip Arthroscopy,,Zone 4,Dartmouth General,2016,4,40,211,103,225
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Albert, Daniel N",,,,,,,36,64
