Period	Specialty	Procedure	Provider	Zone	Facility	Year	Quarter	Consult_Median	Consult_90th	Surgery_Median	Surgery_90th
2016_q3	General Surgery	Hernia Repair  (Adult)		Zone 2	Colchester Regional	2016	3	50	106	45	117
2016_q3	General Surgery	Hernia Repair  (Adult)		Zone 3	Glace Bay	2016	3	18	242	13	182
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 1	Yarmouth Regional	2016	4	33	48	44	175
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 2	Colchester Regional	2016	4	32	64	63	149
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 3	Northside General	2016	4	68	337	53	133
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 4	Dartmouth General	2016	4	123	178	105	230
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 4	QE2	2016	4	53	132	58	234
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 2	Aberdeen Hospital	2016	4	33	92	74	149
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 2	Cumberland Regional	2016	4	22	64	58	95
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 3	Glace Bay	2016	4	36	48	17	29
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 1	Valley Regional	2016	4	19	50	41	114
2016_q4	General Surgery	Hernia Repair  (Adult)		Total	Provincial	2016	4	42	133	55	191
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 1	South Shore Regional	2016	4	31	157	27	82
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 3	St. Marthas Regional	2016	4	30	102	111	233
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 4	Hants Community Hospital	2016	4	52	132	51	116
2016_q4	General Surgery	Hernia Repair  (Adult)		Zone 3	Cape Breton Regional	2016	4	33	91	17	144
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 2	Colchester Regional	2016	4	32	64	63	149
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 3	Inverness Consolidated Memorial	2016	4			36	112
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 1	Valley Regional	2016	4	19	50	41	114
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 3	Glace Bay	2016	4	36	48	17	29
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 2	Cumberland Regional	2016	4	22	64	58	95
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 4	Hants Community Hospital	2016	4	52	132	51	116
3month_rolling	General Surgery	Hernia Repair  (Adult)		Total	Provincial	2016	4	42	133	55	191
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 1	Yarmouth Regional	2016	4	33	48	44	175
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 3	Northside General	2016	4	68	337	53	133
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 4	Dartmouth General	2016	4	123	178	105	230
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 1	South Shore Regional	2016	4	31	157	27	82
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 3	St. Marthas Regional	2016	4	30	102	111	233
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 4	QE2	2016	4	53	132	58	234
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 2	Aberdeen Hospital	2016	4	33	92	74	149
3month_rolling	General Surgery	Hernia Repair  (Adult)		Zone 3	Cape Breton Regional	2016	4	33	91	17	144
12month_rolling	General Surgery	Hernia Repair  (Pediatric)	"Davies, Dafydd Alexander"					7	23	65	122
12month_rolling	General Surgery	Hernia Repair  (Pediatric)	"Romao, Rodrigo Luiz"					7	21	46	102
12month_rolling	General Surgery	Hernia Repair  (Pediatric)	"Mills, Jessica Louise"					13	27	68	131
2014_q4	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2014	4	7	25	44	176
2014_q4	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2014	4	6	25	45	176
2015_q1	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2015	1	16	69	51	128
2015_q1	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2015	1	18	92	51	128
2015_q2	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2015	2	12	84	51	108
2015_q2	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2015	2	12	84	51	108
2015_q3	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2015	3	22	64	59	100
2015_q3	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2015	3	20	64	62	100
2015_q4	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2015	4	15	43	49	106
2015_q4	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2015	4	17	43	49	106
2016_q1	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2016	1	6	32	63	143
2016_q1	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2016	1	9	36	61	143
2016_q2	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2016	2	9	26	49	95
2016_q2	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2016	2	9	26	48	95
2016_q3	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2016	3	7	25	65	122
2016_q3	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2016	3	7	25	72	132
2016_q4	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2016	4	18	28	65	133
2016_q4	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2016	4	15	25	65	133
3month_rolling	General Surgery	Hernia Repair  (Pediatric)		Total	Provincial	2016	4	18	28	65	133
3month_rolling	General Surgery	Hernia Repair  (Pediatric)		IWK	IWK	2016	4	15	25	65	133
12month_rolling	General Surgery	Hernia Repair - Incisional	"Wasserman, Lukas"					35	133	110	153
12month_rolling	General Surgery	Hernia Repair - Incisional	"Alawashez, Abdulrahim S"					12	48	99	200
12month_rolling	General Surgery	Hernia Repair - Incisional	"Shih, Warren W"					90	143	43	62
12month_rolling	General Surgery	Hernia Repair - Incisional	"Lefel, Oleg"					13	47	118	308
12month_rolling	General Surgery	Hernia Repair - Incisional	"Archibald, Alison"					73	246	28	153
12month_rolling	General Surgery	Hernia Repair - Incisional	"McKenney, Roderick"					75	112	78	127
12month_rolling	General Surgery	Hernia Repair - Incisional	"O'Sullivan, Colleen M"					55	224	102	114
12month_rolling	General Surgery	Hernia Repair - Incisional	"Minor, Samuel"					245	286	70	197
12month_rolling	General Surgery	Hernia Repair - Incisional	"Wasilewski, Leszek J"					67	78	71	213
12month_rolling	General Surgery	Hernia Repair - Incisional	"Walsh, Mark J"					27	37	51	52
12month_rolling	General Surgery	Hernia Repair - Incisional	"Yaffe, Paul"					23	42	63	103
12month_rolling	General Surgery	Hernia Repair - Incisional	"Gallant, Paula"					10	21	50	122
12month_rolling	General Surgery	Hernia Repair - Incisional	"Murphy, Christopher"					8	54	95	190
12month_rolling	General Surgery	Hernia Repair - Incisional	"MacGillivray, Barbara Jean"					21	66	41	72
12month_rolling	General Surgery	Hernia Repair - Incisional	"Nader, Nabil"					46	72	42	62
12month_rolling	General Surgery	Hernia Repair - Incisional	"Johnson, Kevin"					36	152	32	84
12month_rolling	General Surgery	Hernia Repair - Incisional	"McGibney, Kieron"					51	165	50	141
12month_rolling	General Surgery	Hernia Repair - Incisional	"Clark, F Donald"					53	70	45	70
12month_rolling	General Surgery	Hernia Repair - Incisional	"Klassen, Dennis R"					78	275	170	697
12month_rolling	General Surgery	Hernia Repair - Incisional	"Hoogerboord, C Marius"					58	199	171	274
12month_rolling	General Surgery	Hernia Repair - Incisional	"Mitchell, Alex D"					108	198	134	204
12month_rolling	General Surgery	Hernia Repair - Incisional	"Smith, Philip Michael"					19	57	34	75
12month_rolling	General Surgery	Hernia Repair - Incisional	"Murdoch, John L"					125	136	71	113
12month_rolling	General Surgery	Hernia Repair - Incisional	"Butler, Clay K"					301	352	141	352
12month_rolling	General Surgery	Hernia Repair - Incisional	"Enright, Jonathan Boyde"					236	316	165	301
2014_q4	General Surgery	Hernia Repair - Incisional		Total	Provincial	2014	4	62	210	92	260
2014_q4	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2014	4			60	156
2014_q4	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2014	4	88	118	150	260
2014_q4	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2014	4			91	128
2014_q4	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2014	4	104	280	233	1258
2014_q4	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2014	4	73	113	61	93
2015_q1	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2015	1	97	188	90	307
2015_q1	General Surgery	Hernia Repair - Incisional		Total	Provincial	2015	1	61	173	91	263
2015_q1	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2015	1			105	263
2015_q1	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2015	1			161	223
2015_q1	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2015	1	47	88	113	157
2015_q1	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2015	1	62	196	131	335
2015_q2	General Surgery	Hernia Repair - Incisional		Total	Provincial	2015	2	58	223	88	317
2015_q2	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2015	2			138	411
2015_q2	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2015	2	154	252	308	975
2015_q2	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2015	2			63	139
2015_q2	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2015	2	126	210	111	201
2015_q2	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2015	2	37	46	60	155
2015_q3	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2015	3			87	380
2015_q3	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2015	3			55	89
2015_q3	General Surgery	Hernia Repair - Incisional		Total	Provincial	2015	3	55	206	66	336
2015_q3	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2015	3	55	182	55	90
2015_q3	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2015	3	122	187	111	219
2015_q3	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2015	3	49	239	107	621
2015_q4	General Surgery	Hernia Repair - Incisional		Total	Provincial	2015	4	45	163	77	380
2015_q4	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2015	4	16	62	36	65
2015_q4	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2015	4			111	489
2015_q4	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2015	4			98	162
2015_q4	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2015	4	52	197	109	874
2015_q4	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2015	4	91	159	131	151
2016_q1	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2016	1	11	36	62	122
2016_q1	General Surgery	Hernia Repair - Incisional		Total	Provincial	2016	1	54	275	70	202
2016_q1	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2016	1			83	186
2016_q1	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2016	1			37	77
2016_q1	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2016	1	108	294	82	163
2016_q1	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2016	1	65	275	81	243
2016_q2	General Surgery	Hernia Repair - Incisional		Total	Provincial	2016	2	34	216	71	250
2016_q2	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2016	2	12	26	45	80
2016_q2	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2016	2	154	268	110	267
2016_q2	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2016	2			60	352
2016_q2	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2016	2	28	59	72	274
2016_q2	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2016	2			50	127
2016_q3	General Surgery	Hernia Repair - Incisional		Total	Provincial	2016	3	36	152	77	187
2016_q3	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2016	3			58	157
2016_q3	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2016	3	32	79	43	114
2016_q3	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2016	3	48	263	79	1057
2016_q3	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2016	3	105	132	157	180
2016_q4	General Surgery	Hernia Repair - Incisional		Total	Provincial	2016	4	36	184	65	259
2016_q4	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2016	4			78	387
2016_q4	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2016	4			98	167
2016_q4	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2016	4			51	125
2016_q4	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2016	4	25	28	38	86
2016_q4	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2016	4	119	282	196	653
3month_rolling	General Surgery	Hernia Repair - Incisional		Total	Provincial	2016	4	36	184	65	259
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 3	Cape Breton Regional	2016	4			98	167
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 2	Colchester Regional	2016	4	42	58	51	125
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 1	Yarmouth Regional	2016	4	7	17	77	251
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 4	Dartmouth General	2016	4			78	387
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 4	QE2	2016	4	119	282	196	653
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 1	Valley Regional	2016	4	25	28	38	86
3month_rolling	General Surgery	Hernia Repair - Incisional		Zone 3	St. Marthas Regional	2016	4	7	36	77	169
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Minor, Samuel"					77	219	36	90
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Wasilewski, Leszek J"					221	313	55	172
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Wasserman, Lukas"					32	61	94	230
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Gallant, Paula"					11	28	21	145
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Mills, Jessica Louise"					8	11	38	99
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Yaffe, Paul"					21	34	64	113
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Murphy, Christopher"					13	50	60	186
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Lamey, Alicia"					16	57	17	55
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"O'Malley, Vincent"					10	27	24	59
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Watson-Jessome, Jane"					31	91	78	198
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Proctor, Irma Joan"					43	157	14	37
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Johnson, Kevin"					27	49	48	90
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Nader, Nabil"					28	81	36	65
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Archibald, Alison"					51	90	23	54
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Davies, Dafydd Alexander"					7	23	60	101
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Hassan, Abdalla"					8	14	28	57
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"McKenney, Roderick"					54	111	62	149
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Redwan, Hani"					42	75	14	29
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Topp, Trevor J"					35	56	51	113
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"MacGillivray, Barbara Jean"					51	118	40	86
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"O'Sullivan, Colleen M"					63	221	103	149
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Enright, Jonathan Boyde"					272	366	125	204
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Butler, Clay K"					100	638	90	172
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Pillai, Neelakantan G."					23	41	40	69
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Romao, Rodrigo Luiz"					7	21	45	99
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Alawashez, Abdulrahim S"					17	33	149	155
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Shih, Warren W"					90	125	93	146
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Abdul Kadir, Najeeb Ahmed"					23	65	38	66
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Faryniuk, Andrea Marie"					40	71	42	80
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Cole, Basilon"					20	43	56	144
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Lefel, Oleg"					20	46	78	175
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Lapierre, Stephanie"					31	50	15	25
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"McGibney, Kieron"					32	96	29	99
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Clark, F Donald"					36	139	55	100
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"MacDonald, Blair"					35	65	71	126
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Dzierzanowski, Martin"					25	97	48	124
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Murdoch, John L"					117	139	78	155
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Stoddart, Todd"					63	112	28	64
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Ellsmere, James C"					70	112	69	84
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Hoogerboord, C Marius"					105	182	337	429
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Smith, Philip Michael"					14	46	42	347
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral	"Klassen, Dennis R"					76	103	92	277
12month_rolling	Thoracic Surgery	Hernia Repair - Inguinal/Femoral	"McGory,Rodney W"					93	157	65	204
12month_rolling	Vascular Surgery	Hernia Repair - Inguinal/Femoral	"Heisler, Benjamin"					35	57	51	112
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Cape Breton Regional	2016	4	58	464	24	205
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Colchester Regional	2016	4	39	115	48	179
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Yarmouth Regional	2016	4	16	55	68	148
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Northside General	2016	4	56	144	52	107
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Dartmouth General	2016	4	104	143	85	170
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Hants Community Hospital	2016	4	38	77	59	174
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Cumberland Regional	2016	4	29	75	36	72
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Aberdeen Hospital	2016	4	23	73	73	149
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	QE2	2016	4	43	127	64	159
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Glace Bay	2016	4	43	80	42	127
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		IWK	IWK	2016	4	7	26	48	122
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Valley Regional	2016	4	16	54	38	100
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	South Shore Regional	2016	4	25	107	31	73
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	St. Marthas Regional	2016	4	26	102	83	217
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Total	Provincial	2016	4	34	123	51	143
12month_rolling	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Inverness Consolidated Memorial	2016	4	23	41	40	69
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		IWK	IWK	2014	4	5	7	43	99
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	South Shore Regional	2014	4	21	102	43	111
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Valley Regional	2014	4	49	81	45	101
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Total	Provincial	2014	4	32	108	50	171
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Cape Breton Regional	2014	4	18	441	66	269
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Colchester Regional	2014	4	65	98	44	107
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Yarmouth Regional	2014	4	11	48	54	130
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Northside General	2014	4	65	120	190	232
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Hants Community Hospital	2014	4			47	145
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Dartmouth General	2014	4	83	170	61	146
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Aberdeen Hospital	2014	4	13	54	47	85
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Cumberland Regional	2014	4	22	170	33	113
2014_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	QE2	2014	4	42	77	37	107
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	QE2	2015	1	69	148	85	147
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Total	Provincial	2015	1	35	104	64	169
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Cumberland Regional	2015	1	26	67	45	76
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	South Shore Regional	2015	1	28	85	31	92
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Yarmouth Regional	2015	1	25	35	74	125
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Northside General	2015	1	37	80	92	204
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Dartmouth General	2015	1	60	88	92	137
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		IWK	IWK	2015	1	13	31	37	120
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Hants Community Hospital	2015	1			48	112
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Cape Breton Regional	2015	1	19	81	71	246
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Colchester Regional	2015	1	62	111	75	156
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Aberdeen Hospital	2015	1	30	128	48	102
2015_q1	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Valley Regional	2015	1	41	129	52	86
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Dartmouth General	2015	2	86	119	91	142
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	QE2	2015	2	56	154	75	146
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Aberdeen Hospital	2015	2	22	40	27	65
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		IWK	IWK	2015	2	12	55	45	95
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Cumberland Regional	2015	2	25	48	45	86
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Valley Regional	2015	2	39	89	38	90
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Hants Community Hospital	2015	2			43	151
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Total	Provincial	2015	2	33	105	45	135
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	South Shore Regional	2015	2	14	82	26	94
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Cape Breton Regional	2015	2	28	59	25	209
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Colchester Regional	2015	2	33	116	67	146
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Yarmouth Regional	2015	2	21	40	78	148
2015_q2	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Northside General	2015	2	43	87	25	57
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	QE2	2015	3	49	70	51	72
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Yarmouth Regional	2015	3	21	44	101	195
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Hants Community Hospital	2015	3			56	71
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Northside General	2015	3	76	106	28	58
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Cumberland Regional	2015	3	35	72	37	69
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Dartmouth General	2015	3	80	135	85	120
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Aberdeen Hospital	2015	3	13	115	37	69
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Valley Regional	2015	3	13	42	40	131
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	South Shore Regional	2015	3	13	73	25	53
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		IWK	IWK	2015	3	19	35	33	71
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Total	Provincial	2015	3	31	102	50	120
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Cape Breton Regional	2015	3	39	82	27	85
2015_q3	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Colchester Regional	2015	3	35	94	75	120
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		IWK	IWK	2015	4	9	43	37	78
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Cumberland Regional	2015	4	33	57	40	95
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Yarmouth Regional	2015	4	46	107	66	200
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Northside General	2015	4	41	89	28	59
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Dartmouth General	2015	4	98	154	97	174
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	South Shore Regional	2015	4	28	133	33	62
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Aberdeen Hospital	2015	4	33	104	22	90
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 3	Cape Breton Regional	2015	4			33	85
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 2	Colchester Regional	2015	4	34	77	97	142
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	Hants Community Hospital	2015	4			83	162
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 1	Valley Regional	2015	4	25	64	35	85
2015_q4	General Surgery	Hernia Repair - Inguinal/Femoral		Zone 4	QE2	2015	4	42	101	43	163
